pid,author,tid,title,kana,trans,kousakun,kousakuk,status,statusdate,original,publisher,editionn,editionk
000879,"芥川 竜之介",002327,"凶",新字旧仮名,"","j.utiyama","j.utiyama",公開,1999-02-15,"芥川龍之介全集　第四巻","筑摩書房","1971（昭和46）年10月5日初版第5刷","1971（昭和46）年10月5日初版第5刷"
000879,"芥川 竜之介",000093,"「鏡花全集」目録開口",新字旧仮名,"","山田豊","菅野朋子",公開,1999-05-26,"筑摩全集類聚版芥川龍之介全集第五巻","筑摩書房","",""
000879,"芥川 竜之介",003815,"教訓談",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-16,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",003803,"京都日記",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-16,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",000079,"きりしとほろ上人伝",新字旧仮名,"","j.utiyama","かとうかおり",公開,1998-06-22,"現代日本文學大系　43　芥川龍之介集","筑摩書房","1968（昭和43）年8月25日初版第1刷",""
000879,"芥川 竜之介",000039,"疑惑",新字新仮名,"","j.utiyama","かとうかおり",公開,1998-12-08,"芥川龍之介全集3","ちくま文庫、筑摩書房","1996（平成8）年4月1日第8刷","1997（平成9）年4月15日第9刷"
000879,"芥川 竜之介",000078,"金将軍",新字新仮名,"","j.utiyama","かとうかおり",公開,1999-01-08,"芥川龍之介全集5","ちくま文庫、筑摩書房","1995（平成7）年4月10日第6刷","1996（平成8）年7月15日第7刷"
000879,"芥川 竜之介",002328,"鵠沼雑記",新字旧仮名,"","j.utiyama","j.utiyama",公開,1999-02-15,"芥川龍之介全集　第四巻","筑摩書房","1971（昭和46）年10月5日初版第5刷","1971（昭和46）年10月5日初版第5刷"
000879,"芥川 竜之介",003784,"孔雀",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-16,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",000091,"首が落ちた話",新字新仮名,"","j.utiyama","かとうかおり",公開,1998-12-23,"芥川龍之介全集2","ちくま文庫、筑摩書房","1996（平成8）7月15日第11刷","1996（平成8）7月15日第11刷"
000879,"芥川 竜之介",043369,"久保田万太郎氏",新字新仮名,"","向井樹里","砂場清隆",公開,2007-03-07,"大川の水・追憶・本所両国　現代日本のエッセイ","講談社文芸文庫、講談社","1995（平成7）年1月10日第1刷","1995（平成7）年1月10日第1刷"
000879,"芥川 竜之介",043370,"久米正雄 ――傚久米正雄文体――",新字新仮名,"","向井樹里","砂場清隆",公開,2007-03-07,"大川の水・追憶・本所両国　現代日本のエッセイ","講談社文芸文庫、講談社","1995（平成7）年1月10日第1刷","1995（平成7）年1月10日第1刷"
000879,"芥川 竜之介",043371,"久米正雄氏の事",新字新仮名,"","向井樹里","砂場清隆",公開,2007-03-07,"現代日本のエッセイ 大川の水／追憶／本所両国　芥川竜之介","講談社","1995（平成7）年1月10日第1刷","1995（平成7）年1月10日第1刷"
000879,"芥川 竜之介",000092,"蜘蛛の糸",新字新仮名,"","野口英司、平山誠","もりみつじゅんじ",公開,1997-11-10,"芥川龍之介全集2","ちくま文庫、筑摩書房","1996（平成8）年7月15日第11刷",""
000879,"芥川 竜之介",004311,"クラリモンド",新字旧仮名,"芥川 竜之介","もりみつじゅんじ","土屋隆",公開,2009-01-21,"芥川龍之介全集　第一巻","岩波書店","1995（平成7）年11月8日　","1995（平成7）年11月8日"
000879,"芥川 竜之介",051865,"軍艦金剛航海記",旧字旧仮名,"","岡山勝美","noriko saito",公開,2010-10-19,"芥川龍之介全集　第一卷","岩波書店","1977（昭和52）年７月13日","1977（昭和52）年７月13日"
000879,"芥川 竜之介",004273,"芸術その他",新字旧仮名,"","もりみつじゅんじ","松永正敏",公開,2002-10-05,"芥川龍之介全集　第五巻","岩波書店","1996（平成8）年3月8日発行",""
000879,"芥川 竜之介",000038,"戯作三昧",新字新仮名,"","佐野良二","伊藤時也",公開,2000-04-15,"日本の文学　29　芥川龍之介","中央公論社","1964（昭和39）年10月5日初版","1973（昭和48）年7月30日42刷"
000879,"芥川 竜之介",000037,"戯作三昧",新字旧仮名,"","j.utiyama","かとうかおり",公開,1999-01-16,"現代日本文学大系　43　芥川龍之介集","筑摩書房","1968（昭和43）年8月25日初版第1刷",""
000879,"芥川 竜之介",000075,"袈裟と盛遠",新字新仮名,"","j.utiyama","かとうかおり",公開,1998-12-23,"芥川龍之介全集2","ちくま文庫、筑摩書房","1996（平成8）7月15日第11刷","1996（平成8）7月15日第11刷"
000879,"芥川 竜之介",001131,"結婚難並びに恋愛難",新字旧仮名,"","もりみつじゅんじ","松永正敏",公開,2002-10-09,"芥川龍之介全集　第十二巻","岩波書店","1996（平成8）年10月8日発行",""
000879,"芥川 竜之介",001128,"「ケルトの薄明」より",新字旧仮名,"芥川 竜之介","もりみつじゅんじ","浅原庸子",公開,2004-12-25,"芥川龍之介全集　第一巻","岩波書店","1995（平成7）年11月8日"," "
000879,"芥川 竜之介",000036,"玄鶴山房",新字新仮名,"","j.utiyama","かとうかおり",公開,1998-10-14,"昭和文学全集　第1巻","小学館","1987（昭和62）年5月1日初版第1刷",""
000879,"芥川 竜之介",003797,"講演軍記",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-16,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",043375,"剛才人と柔才人と",新字新仮名,"","向井樹里","砂場清隆",公開,2007-03-13,"大川の水・追憶・本所両国　現代日本のエッセイ","講談社文芸文庫、講談社","1995（平成7）年1月10日第1刷","1995（平成7）年1月10日第1刷"
000879,"芥川 竜之介",000090,"好色",新字旧仮名,"","j.utiyama","かとうかおり",公開,1999-01-19,"現代日本文学大系　43　芥川龍之介集","筑摩書房","1968（昭和43）年8月25日初版第1刷",""
000879,"芥川 竜之介",033202,"後世",新字旧仮名,"","大久保ゆう","小林繁雄",公開,2003-12-31,"芥川龍之介全集　第四巻","岩波書店","1996（平成8）年2月8日初版","1996（平成8）年2月8日初版"
000879,"芥川 竜之介",000089,"校正後に",新字新仮名,"","j.utiyama","かとうかおり",公開,1999-01-12,"羅生門・鼻・芋粥","角川文庫、角川書店","1985（昭和60）年11月10日改版38版","1985（昭和60）年11月10日改版38版"
000879,"芥川 竜之介",043376,"合理的、同時に多量の人間味 ――相互印象・菊池寛氏――",新字新仮名,"","向井樹里","砂場清隆",公開,2007-03-13,"大川の水・追憶・本所両国　現代日本のエッセイ","講談社文芸文庫、講談社","1995（平成7）年1月10日第1刷","1995（平成7）年1月10日第1刷"
000879,"芥川 竜之介",000088,"黄粱夢",新字新仮名,"","野口英司、平山誠","もりみつじゅんじ",公開,1997-11-10,"芥川龍之介全集2","ちくま文庫、筑摩書房","1996（平成8）年7月15日第11刷",""
000879,"芥川 竜之介",000085,"黒衣聖母",新字新仮名,"","j.utiyama","もりみつじゅんじ",公開,1998-12-28,"芥川龍之介全集3","ちくま文庫、筑摩書房","1996（平成8）年4月1日第8刷",""
000879,"芥川 竜之介",043373,"小杉未醒氏",新字新仮名,"","向井樹里","砂場清隆",公開,2007-03-07,"大川の水・追憶・本所両国　現代日本のエッセイ","講談社文芸文庫、講談社","1995（平成7）年1月10日第1刷","1995（平成7）年1月10日第1刷"
000879,"芥川 竜之介",000082,"古千屋",新字新仮名,"","j.utiyama","かとうかおり",公開,1999-02-03,"芥川龍之介全集6","ちくま文庫、筑摩書房","1993（平成5）年2月25日第6刷","1997（平成9）年4月15日第8刷"
000879,"芥川 竜之介",003738,"骨董羹 ―寿陵余子の仮名のもとに筆を執れる戯文―",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-16,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",000083,"孤独地獄",新字旧仮名,"","j.utiyama","野口英司",公開,1998-03-16,"現代日本文学大系　43　芥川龍之介集","筑摩書房","1968（昭和43）年8月25日初版第1刷",""
000879,"芥川 竜之介",000084,"子供の病気 一游亭に",新字新仮名,"","j.utiyama","かとうかおり",公開,1999-01-05,"芥川龍之介全集5","ちくま文庫、筑摩書房","1995（平成7）年4月10日第6刷","1996（平成8）年7月15日第7刷"
000879,"芥川 竜之介",000087,"湖南の扇",新字新仮名,"","j.utiyama","柳沢成雄",公開,1998-10-20,"昭和文学全集　第1巻","小学館","1987（昭和62）年5月1日初版第1刷",""
000879,"芥川 竜之介",043374,"近藤浩一路氏",新字新仮名,"","向井樹里","砂場清隆",公開,2007-03-10,"大川の水・追憶・本所両国　現代日本のエッセイ","講談社文芸文庫、講談社","1995（平成7）年1月10日第1刷","1995（平成7）年1月10日第1刷"
000879,"芥川 竜之介",001134,"金春会の「隅田川」",新字旧仮名,"","もりみつじゅんじ","松永正敏",公開,2002-10-06,"芥川龍之介全集　第十一巻","岩波書店","1996（平成8）年9月9日発行",""
000879,"芥川 竜之介",000136,"西郷隆盛",新字新仮名,"","j.utiyama","かとうかおり",公開,1998-12-23,"芥川龍之介全集2","ちくま文庫、筑摩書房","1996（平成8）7月15日第11刷","1996（平成8）7月15日第11刷"
000879,"芥川 竜之介",003779,"才一巧亦不二",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-19,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",000141,"西方の人",新字旧仮名,"","j.utiyama","野口英司",公開,1998-04-27,"現代日本文学大系　43　芥川龍之介集","筑摩書房","1968（昭和43）年8月25日初版第1刷",""
000879,"芥川 竜之介",003816,"鷺と鴛鴦",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-19,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",051214,"雑信一束",新字新仮名,"","門田裕志","岡山勝美",公開,2015-03-28,"上海游記・江南游記","講談社文芸文庫、講談社","2001（平成13）年10月10日第1刷","2001（平成13）年10月10日第1刷"
000879,"芥川 竜之介",003739,"雑筆",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-19,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",004277,"佐藤春夫氏",新字旧仮名,"","もりみつじゅんじ","松永正敏",公開,2002-10-06,"芥川龍之介全集　第十一巻","岩波書店","1996（平成8）年9月9日発行",""
000879,"芥川 竜之介",043377,"佐藤春夫氏の事",新字新仮名,"","向井樹里","門田裕志",公開,2005-03-11,"大川の水・追憶・本所両国　現代日本のエッセイ","講談社文芸文庫、講談社","1995（平成7）年1月10日第1刷","1995（平成7）年1月10日第1刷"
000879,"芥川 竜之介",000185,"さまよえる猶太人",新字新仮名,"","j.utiyama","もりみつじゅんじ",公開,1998-11-11,"芥川龍之介全集1","ちくま文庫、筑摩書房","1995（平成7）年10月5日第13刷",""
000879,"芥川 竜之介",000137,"寒さ",新字新仮名,"","j.utiyama","かとうかおり",公開,1999-01-05,"芥川龍之介全集5","ちくま文庫、筑摩書房","1995（平成7）年4月10日第6刷","1996（平成8）年7月15日第7刷"
000879,"芥川 竜之介",003820,"沙羅の花",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-19,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",000139,"猿",新字旧仮名,"","もりみつじゅんじ","高橋美奈子",公開,1998-11-26,"芥川龍之介全集　第一巻","岩波書店","1995（平成7）年11月8日",""
000879,"芥川 竜之介",000140,"猿蟹合戦",新字新仮名,"","j.utiyama","もりみつじゅんじ",公開,1998-12-28,"芥川龍之介全集5","ちくま文庫、筑摩書房","1995（平成7）年4月10日第6刷",""
000879,"芥川 竜之介",000138,"三右衛門の罪",新字新仮名,"","j.utiyama","かとうかおり",公開,1999-01-10,"芥川龍之介全集5","ちくま文庫、筑摩書房","1995（平成7）年4月10日第6刷","1996（平成8）年7月15日第7刷"
000879,"芥川 竜之介",000146,"死後",新字新仮名,"","j.utiyama","かとうかおり",公開,1999-02-01,"芥川龍之介全集6","ちくま文庫、筑摩書房","1993（平成5）年2月25日第6刷","1997（平成9）年4月15日第8刷"
000879,"芥川 竜之介",000061,"地獄変",旧字旧仮名,"","j.utiyama","富田倫生",公開,1999-11-02,"傀儡師","特選名著復刻全集近代文学館、日本近代文学館","",""
000879,"芥川 竜之介",000060,"地獄変",新字旧仮名,"","もりみつじゅんじ","j.utiyama",公開,1998-12-02,"芥川龍之介全集　第一巻","岩波書店","",""
000879,"芥川 竜之介",003818,"詩集",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-19,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",000013,"十本の針",新字新仮名,"","j.utiyama","菅野朋子",公開,1999-05-15,"或阿呆の一生・侏儒の言葉","角川文庫、角川書店","1984（昭和59）年9月30日改版22刷",""
