pid,author,tid,title,kana,trans,kousakun,kousakuk,status,statusdate,original,publisher,editionn,editionk,ranking,access,characount,minutes
42,寺田 寅彦,2515,Ｂ教授の死,新字新仮名,,（株）モモ,多羅尾伴内,公開,2003/6/28,寺田寅彦随筆集　第五巻,岩波文庫、岩波書店,1997（平成9）年9月5日第65刷,2001（平成13）年7月5日第67刷,,,,
42,寺田 寅彦,2345,比較言語学における統計的研究法の可能性について,新字新仮名,,（株）モモ,かとうかおり,公開,2000/10/3,寺田寅彦随筆集　第二巻,岩波文庫、岩波書店,1997（平成9）年5月6日第70刷,1997（平成9）年5月6日第70刷,,,,
42,寺田 寅彦,42267,ピタゴラスと豆,新字新仮名,,Nana ohbe,砂場清隆,公開,2005/8/8,寺田寅彦全集　第四巻,岩波書店,1997（平成9）年3月5日,1997（平成9）年3月5日,,,,
42,寺田 寅彦,2360,人魂の一つの場合,新字新仮名,,（株）モモ,かとうかおり,公開,2000/10/3,寺田寅彦随筆集　第四巻,岩波文庫、岩波書店,1995（平成7）年7月15日第63刷,1997（平成9）年6月13日第65刷,,,,
42,寺田 寅彦,2448,一つの思考実験,新字新仮名,,（株）モモ,かとうかおり,公開,2003/7/14,寺田寅彦随筆集　第二巻,岩波文庫、岩波書店,1997（平成9）年5月6日第70刷,1997（平成9）年5月6日第70刷,,,,
42,寺田 寅彦,42214,人の言葉――自分の言葉,新字新仮名,,Cyobirin,浅原庸子,公開,2005/10/14,寺田寅彦全集　第四巻,岩波書店,1961（昭和36）年1月7日第1刷,　,,,,
42,寺田 寅彦,2455,備忘録,新字新仮名,,（株）モモ,かとうかおり,公開,2003/6/1,寺田寅彦随筆集　第二巻,岩波文庫、岩波書店,1997（平成9）年5月6日第70刷,1997（平成9）年5月6日第70刷,,,,
42,寺田 寅彦,2435,病院の夜明けの物音,新字新仮名,,田辺浩昭,かとうかおり,公開,2003/6/4,寺田寅彦随筆集　第一巻,岩波文庫、岩波書店,1997（平成9）年12月15日第81刷,1997（平成9）年12月15日第81刷,,,,
42,寺田 寅彦,24403,病院風景,新字新仮名,,Nana ohbe,松永正敏,公開,2004/4/18,寺田寅彦全集　第一巻,岩波書店,1996（平成8）年12月5日,,,,,
42,寺田 寅彦,2436,病室の花,新字新仮名,,田辺浩昭,かとうかおり,公開,2003/6/4,寺田寅彦随筆集　第一巻,岩波文庫、岩波書店,1997（平成9）年12月15日第81刷,1997（平成9）年12月15日第81刷,,,,
42,寺田 寅彦,42223,病中記,新字新仮名,,Nana ohbe,noriko saito,公開,2004/9/12,寺田寅彦全集　第三巻,岩波書店,1997（平成9）年2月5日,1997（平成9）年2月5日,,,,
42,寺田 寅彦,2495,藤棚の陰から,新字新仮名,,（株）モモ,かとうかおり,公開,2003/5/17,寺田寅彦随筆集　第四巻,岩波文庫、岩波書店,1995（平成7）年7月15日第63刷,1997（平成9）年6月13日第65刷,,,,
42,寺田 寅彦,2339,藤の実,新字新仮名,,田辺浩昭,かとうかおり,公開,1999/11/24,寺田寅彦随筆集　第四巻,岩波文庫、岩波書店,1997（平成9）年6月13日第65刷,1997（平成9）年6月13日第65刷,,,,
42,寺田 寅彦,24402,二つの正月,新字新仮名,,Nana ohbe,松永正敏,公開,2004/4/18,寺田寅彦全集　第一巻,岩波書店,1996（平成8）年12月5日,,,,,
42,寺田 寅彦,2355,物質群として見た動物群,新字新仮名,,（株）モモ,かとうかおり,公開,2000/10/3,寺田寅彦随筆集　第四巻,岩波文庫、岩波書店,1995（平成7）年7月15日第63刷,1997（平成9）年6月13日第65刷,,,,
42,寺田 寅彦,42701,物質とエネルギー,新字新仮名,,Nana ohbe,松永正敏,公開,2006/9/1,寺田寅彦全集　第五巻,岩波書店,1997（平成9）年4月4日,,,,,
42,寺田 寅彦,2351,物理学圏外の物理的現象,新字新仮名,,（株）モモ,かとうかおり,公開,2000/10/3,寺田寅彦随筆集　第三巻,岩波文庫、岩波書店,1993（平成5）年2月5日第59刷,1997（平成9）年9月5日第64刷,,,,
42,寺田 寅彦,42702,物理学実験の教授について,新字新仮名,,Nana ohbe,松永正敏,公開,2006/9/1,寺田寅彦全集　第五巻,岩波書店,1997（平成9）年4月4日,,,,,
42,寺田 寅彦,2342,物理学と感覚,新字新仮名,,（株）モモ,かとうかおり,公開,2000/10/3,寺田寅彦随筆集　第一巻,岩波文庫、岩波書店,1997（平成9）年5月15日第80刷,1997（平成9）年12月15日第81刷,,,,
42,寺田 寅彦,42703,物理学の応用について,新字新仮名,,Nana ohbe,松永正敏,公開,2006/9/1,寺田寅彦全集　第五巻,岩波書店,1997（平成9）年4月4日,,,,,
42,寺田 寅彦,43534,PROFESSOR TAKEMATU OKADA,新字新仮名,,Nana ohbe,松永正敏,公開,2006/11/28,寺田寅彦全集　第六巻,岩波書店,1997（平成9）年5月6日,1997（平成9）年5月6日,,,,
42,寺田 寅彦,42704,文学の中の科学的要素,新字新仮名,,Nana ohbe,松永正敏,公開,2006/9/5,寺田寅彦全集　第五巻,岩波書店,1997（平成9）年4月4日,,,,,
42,寺田 寅彦,24401,ベルリン大学,新字新仮名,,Nana ohbe,松永正敏,公開,2004/4/18,寺田寅彦全集　第一巻,岩波書店,1996（平成8）年12月5日,,,,,
42,寺田 寅彦,42705,方則について,新字新仮名,,Nana ohbe,松永正敏,公開,2006/9/5,寺田寅彦全集　第五巻,岩波書店,1997（平成9）年4月4日,,,,,
42,寺田 寅彦,24400,星,新字新仮名,,Nana ohbe,松永正敏,公開,2004/4/18,寺田寅彦全集　第一巻,岩波書店,1996（平成8）年12月5日,,,,,
42,寺田 寅彦,2474,北氷洋の氷の割れる音,新字新仮名,,（株）モモ,かとうかおり,公開,2003/6/7,寺田寅彦随筆集　第四巻,岩波文庫、岩波書店,1995（平成7）年7月15日第63刷,1997（平成9）年6月13日第65刷,,,,
42,寺田 寅彦,43258,マーカス・ショーとレビュー式教育,新字新仮名,,Nana ohbe,noriko saito,公開,2005/1/6,寺田寅彦全集　第七巻,岩波書店,1997（平成9）年6月5日,1997（平成9）年6月5日,,,,
42,寺田 寅彦,24399,まじょりか皿,新字新仮名,,Nana ohbe,松永正敏,公開,2004/4/18,寺田寅彦全集　第一巻,岩波書店,1996（平成8）年12月5日,,,,,
42,寺田 寅彦,24398,祭,新字新仮名,,Nana ohbe,川向直樹,公開,2004/2/14,寺田寅彦全集　第一巻,岩波書店,1996（平成8）年12月5日,1996（平成8）年12月5日,,,,
42,寺田 寅彦,43259,マルコポロから,新字新仮名,,Nana ohbe,noriko saito,公開,2004/12/16,寺田寅彦全集　第七巻,岩波書店,1997（平成9）年6月5日,1997（平成9）年6月5日,,,,
42,寺田 寅彦,2437,丸善と三越,新字新仮名,,田辺浩昭,かとうかおり,公開,2003/6/13,寺田寅彦随筆集　第一巻,岩波文庫、岩波書店,1997（平成9）年12月15日第81刷,1997（平成9）年12月15日第81刷,,,,
42,寺田 寅彦,42706,漫画と科学,新字新仮名,,Nana ohbe,松永正敏,公開,2006/9/5,寺田寅彦全集　第五巻,岩波書店,1997（平成9）年4月4日,,,,,
42,寺田 寅彦,1693,蓑田先生,新字旧仮名,,もりみつじゅんじ,多羅尾伴内,公開,2003/5/21,日本の名随筆　別巻75　紳士,作品社,1997（平成9）年5月25日第1刷,,,,,
42,寺田 寅彦,2334,簔虫と蜘蛛,新字新仮名,,田辺浩昭,かとうかおり,公開,1999/11/24,寺田寅彦随筆集　第一巻,岩波文庫、岩波書店,1997（平成9）年12月15日第81刷,1997（平成9）年12月15日第81刷,,,,
42,寺田 寅彦,42769,耳と目,新字新仮名,,Cyobirin,松永正敏,公開,2006/9/5,寺田寅彦全集　第七巻,岩波書店,1961（昭和36）年4月7日第1刷,,,,,
42,寺田 寅彦,24397,明治三十二年頃,新字新仮名,,Nana ohbe,松永正敏,公開,2004/4/18,寺田寅彦全集　第一巻,岩波書店,1996（平成8）年12月5日,,,,,
42,寺田 寅彦,1696,木蓮,新字旧仮名,,もりみつじゅんじ,多羅尾伴内,公開,2003/5/21,花の名随筆4　四月の花,作品社,1999（平成11）年3月10日初版第1刷,,,,,
42,寺田 寅彦,2514,物売りの声,新字新仮名,,（株）モモ,かとうかおり,公開,2003/3/14,寺田寅彦随筆集　第五巻,岩波文庫、岩波書店,1997（平成9）年9月5日第65刷,,,,,
42,寺田 寅彦,24396,森の絵,新字新仮名,,Nana ohbe,川向直樹,公開,2004/7/9,寺田寅彦全集　第一巻,岩波書店,1996（平成8）年12月5日,1996（平成8）年12月5日,,,,
42,寺田 寅彦,1692,野球時代,新字新仮名,,もりみつじゅんじ,多羅尾伴内,公開,2003/4/13,日本の名随筆　別巻73　野球,作品社,1997（平成9）年3月25日第1刷,,,,,
42,寺田 寅彦,4435,厄年と etc.,新字新仮名,,砂場清隆,多羅尾伴内,公開,2003/11/29,寺田寅彦全集　第三巻,岩波書店,1997（平成9）年2月5日,1997（平成9）年2月5日,,,,
42,寺田 寅彦,42224,鑢屑,新字新仮名,,Nana ohbe,noriko saito,公開,2004/9/16,寺田寅彦全集　第三巻,岩波書店,1997（平成9）年2月5日,1997（平成9）年2月5日,,,,
42,寺田 寅彦,43287,山中常盤双紙,新字新仮名,,Nana ohbe,しだひろし,公開,2007/1/9,寺田寅彦全集　第八巻,岩波書店,1997（平成9）年7月7日,1997（平成9）年7月7日,,,,
42,寺田 寅彦,24395,やもり物語,新字新仮名,,Nana ohbe,松永正敏,公開,2004/4/18,寺田寅彦全集　第一巻,岩波書店,1996（平成8）年12月5日,,,,,
42,寺田 寅彦,43082,夕凪と夕風,新字新仮名,,Nana ohbe,松永正敏,公開,2006/9/17,寺田寅彦全集　第六巻,岩波書店,1997（平成9）年5月6日,,,,,
42,寺田 寅彦,24394,雪ちゃん,新字新仮名,,Nana ohbe,松永正敏,公開,2004/4/18,寺田寅彦全集　第一巻,岩波書店,1996（平成8）年12月5日,,,,,
